boy_rate,学位名称,最近五年平均薪酬,girl_rate,专业名称,id,level1,本科专科,level2,专业大类,level3,专业小类,学制,name,rank,平均薪酬,专业代码,special_id,view_month,view_total,view_week
0,工学学士,0,0,港口智能工程技术,gkspecial9605,230,本科(职业),311,交通运输大类,315,水上运输类,四年,港口智能工程技术,0,0,300302,9605,12,204,3
0,管理学学士,0,0,国际邮轮运营管理,gkspecial9609,230,本科(职业),311,交通运输大类,315,水上运输类,四年,国际邮轮运营管理,0,0,300304,9609,9,192,1
0,管理学学士,0,0,民航运输服务与管理,gkspecial9612,230,本科(职业),311,交通运输大类,316,航空运输类,四年,民航运输服务与管理,0,0,300401,9612,20,805,6
0,工学学士,0,0,航空机电设备维修技术,gkspecial9613,230,本科(职业),311,交通运输大类,316,航空运输类,四年,航空机电设备维修技术,0,0,300402,9613,15,328,6
0,"工学学士,管理学学士",0,0,智慧机场运行与管理,gkspecial9614,230,本科(职业),311,交通运输大类,316,航空运输类,四年,智慧机场运行与管理,0,0,300403,9614,13,326,4
0,工学学士,0,0,通用航空航务技术,gkspecial9616,230,本科(职业),311,交通运输大类,316,航空运输类,四年,通用航空航务技术,0,0,300404,9616,9,310,2
0,工学学士,0,0,城市轨道交通信号与控制技术,gkspecial9618,230,本科(职业),311,交通运输大类,317,城市轨道交通类,四年,城市轨道交通信号与控制技术,0,0,300601,9618,20,1058,8
0,工学学士,0,0,城市轨道交通智能运营,gkspecial9621,230,本科(职业),311,交通运输大类,317,城市轨道交通类,四年,城市轨道交通智能运营,0,0,300603,9621,11,735,3
0,工学学士,0,0,城市轨道交通设备与控制技术,gkspecial9619,230,本科(职业),311,交通运输大类,317,城市轨道交通类,四年,城市轨道交通设备与控制技术,0,0,300602,9619,14,473,4
0,"管理学学士,工学学士",0,0,邮政快递管理,gkspecial9622,230,本科(职业),311,交通运输大类,318,邮政类,,邮政快递管理,0,0,300701,9622,9,289,3
0,工学学士,0,0,刑事科学技术,gkspecial9601,230,本科(职业),319,公安与司法大类,320,公安技术类,,刑事科学技术,0,0,380201,9601,26,901,15
0,"法学学士,工学学士",0,0,网络安全与执法,gkspecial9603,230,本科(职业),319,公安与司法大类,320,公安技术类,,网络安全与执法,0,0,380202,9603,19,764,10
0,法学学士,0,0,刑事侦查,gkspecial9606,230,本科(职业),319,公安与司法大类,321,侦查类,,刑事侦查,0,0,380301,9606,11,669,4
0,法学学士,0,0,法律,gkspecial9608,230,本科(职业),319,公安与司法大类,322,法律实务类,四年,法律,0,0,380401,9608,55,2689,21
0,"法学学士,管理学学士",0,0,司法警务管理,gkspecial9615,230,本科(职业),319,公安与司法大类,323,法律执行类,四年,司法警务管理,0,0,380502,9615,16,484,4
0,"法学学士,管理学学士",0,0,综合行政执法,gkspecial9617,230,本科(职业),319,公安与司法大类,323,法律执行类,四年,综合行政执法,0,0,380503,9617,20,345,8
0,"法学学士,管理学学士",0,0,刑事矫正与管理,gkspecial9611,230,本科(职业),319,公安与司法大类,323,法律执行类,四年,刑事矫正与管理,0,0,380501,9611,5,217,3
0,"工学学士,法学学士",0,0,智慧司法技术与应用,gkspecial9620,230,本科(职业),319,公安与司法大类,324,司法技术类,四年,智慧司法技术与应用,0,0,380601,9620,7,191,3
0,"工学学士,法学学士",0,0,数字安防技术,gkspecial9623,230,本科(职业),319,公安与司法大类,325,安全防范类,四年,数字安防技术,0,0,380701,9623,8,227,2
0,"法学学士,管理学学士",0,0,国际安保服务与管理,gkspecial9624,230,本科(职业),319,公安与司法大类,325,安全防范类,四年,国际安保服务与管理,0,0,380702,9624,4,150,1
0,管理学学士,0,0,旅游管理,gkspecial9626,230,本科(职业),326,旅游大类,327,旅游类,四年,旅游管理,0,0,340101,9626,30,1353,11
0,管理学学士,0,0,酒店管理,gkspecial9628,230,本科(职业),326,旅游大类,327,旅游类,四年,酒店管理,0,0,340102,9628,24,807,10
0,管理学学士,0,0,旅游规划与设计,gkspecial9630,230,本科(职业),326,旅游大类,327,旅游类,四年,旅游规划与设计,0,0,340103,9630,9,235,4
0,管理学学士,0,0,研学旅行策划与管理,gkspecial9924,230,本科(职业),326,旅游大类,327,旅游类,四年,研学旅行策划与管理,0,0,340104,9924,4,200,2
0,管理学学士,0,0,会展策划与管理,gkspecial10024,230,本科(职业),326,旅游大类,327,旅游类,,会展策划与管理,0,0,340105,10024,14,26,5
0,法学学士,0,0,社会工作,gkspecial9625,230,本科(职业),328,公共管理与服务大类,329,公共事业类,四年,社会工作,0,0,390101,9625,27,792,7
0,法学学士,0,0,党务工作,gkspecial9627,230,本科(职业),328,公共管理与服务大类,329,公共事业类,四年,党务工作,0,0,390102,9627,4,380,2
0,管理学学士,0,0,智慧社区管理,gkspecial9629,230,本科(职业),328,公共管理与服务大类,329,公共事业类,四年,智慧社区管理,0,0,390103,9629,5,342,1
0,管理学学士,0,0,慈善管理,gkspecial9929,230,本科(职业),328,公共管理与服务大类,329,公共事业类,四年,慈善管理,0,0,390104,9929,5,126,2
0,"管理学学士,工学学士",0,0,烹饪与餐饮管理,gkspecial9631,230,本科(职业),326,旅游大类,330,餐饮类,四年,烹饪与餐饮管理,0,0,340201,9631,36,696,18
0,管理学学士,0,0,人力资源管理,gkspecial9633,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,人力资源管理,0,0,390202,9633,32,963,10
0,管理学学士,0,0,行政管理,gkspecial9634,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,行政管理,0,0,390203,9634,28,729,12
0,管理学学士,0,0,婚姻服务与管理,gkspecial9930,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,婚姻服务与管理,0,0,390205,9930,8,363,1
0,"管理学学士,法学学士",0,0,标准化技术,gkspecial9931,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,标准化技术,0,0,390206,9931,4,226,2
0,管理学学士,0,0,民政管理,gkspecial9632,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,民政管理,0,0,390201,9632,7,208,2
0,管理学学士,0,0,外事实务,gkspecial9635,230,本科(职业),328,公共管理与服务大类,331,公共管理类,四年,外事实务,0,0,390204,9635,2,176,2
0,管理学学士,0,0,现代殡葬管理,gkspecial9932,230,本科(职业),328,公共管理与服务大类,332,公共服务类,四年,现代殡葬管理,0,0,390303,9932,96,3000,28
0,管理学学士,0,0,智慧健康养老管理,gkspecial9637,230,本科(职业),328,公共管理与服务大类,332,公共服务类,四年,智慧健康养老管理,0,0,390302,9637,53,1040,10
0,管理学学士,0,0,现代家政管理,gkspecial9636,230,本科(职业),328,公共管理与服务大类,332,公共服务类,四年,现代家政管理,0,0,390301,9636,18,307,2
0,工学学士,0,0,合成生物技术,gkspecial9647,230,本科(职业),333,生物与化工大类,334,生物技术类,四年,合成生物技术,0,0,270102,9647,13,721,6
0,理学学士,0,0,生物检验检测技术,gkspecial9642,230,本科(职业),333,生物与化工大类,334,生物技术类,四年,生物检验检测技术,0,0,270101,9642,12,670,3
0,"农学学士,工学学士",0,0,农业生物技术,gkspecial9649,230,本科(职业),333,生物与化工大类,334,生物技术类,四年,农业生物技术,0,0,270103,9649,7,449,2
0,工学学士,0,0,应用化工技术,gkspecial9650,230,本科(职业),333,生物与化工大类,336,化工技术类,四年,应用化工技术,0,0,270201,9650,19,1814,9
0,工学学士,0,0,现代精细化工技术,gkspecial9653,230,本科(职业),333,生物与化工大类,336,化工技术类,四年,现代精细化工技术,0,0,270203,9653,11,684,3
0,工学学士,0,0,化工智能制造工程技术,gkspecial9652,230,本科(职业),333,生物与化工大类,336,化工技术类,四年,化工智能制造工程技术,0,0,270202,9652,4,369,4
0,工学学士,0,0,现代分析测试技术,gkspecial9654,230,本科(职业),333,生物与化工大类,336,化工技术类,四年,现代分析测试技术,0,0,270204,9654,7,350,1
0,工学学士,0,0,水文与水资源工程技术,gkspecial9641,230,本科(职业),335,水利大类,337,水文水资源类,四年,水文与水资源工程技术,0,0,250101,9641,8,457,1
0,工学学士,0,0,水利水电工程,gkspecial9651,230,本科(职业),335,水利大类,338,水利工程与管理类,四年,水利水电工程,0,0,250203,9651,21,797,10
0,工学学士,0,0,智慧水利工程,gkspecial9644,230,本科(职业),335,水利大类,338,水利工程与管理类,四年,智慧水利工程,0,0,250201,9644,9,443,5
0,工学学士,0,0,农业水利工程,gkspecial9648,230,本科(职业),335,水利大类,338,水利工程与管理类,四年,农业水利工程,0,0,250202,9648,14,310,6
0,工学学士,0,0,治河与港航工程,gkspecial9655,230,本科(职业),335,水利大类,338,水利工程与管理类,四年,治河与港航工程,0,0,250204,9655,6,186,2
0,工学学士,0,0,水利水电设备及自动化,gkspecial9656,230,本科(职业),335,水利大类,339,水利水电设备类,四年,水利水电设备及自动化,0,0,250301,9656,16,408,2
0,工学学士,0,0,水环境工程,gkspecial9658,230,本科(职业),335,水利大类,340,水土保持与水环境类,四年,水环境工程,0,0,250402,9658,13,337,1
0,工学学士,0,0,生态水利工程,gkspecial9657,230,本科(职业),335,水利大类,340,水土保持与水环境类,四年,生态水利工程,0,0,250401,9657,7,322,3
0,工学学士,0,0,交叉工程,gkspecial9890,1,本科(普通),10,工学,341,交叉工程类,四年,交叉工程,0,118399,083202TK,9890,83,7902,28
0,工学学士,0,0,未来机器人,gkspecial9791,1,本科(普通),10,工学,341,交叉工程类,四年,未来机器人,0,167505,083201TK,9791,121,5793,36
0,管理学学士,0,0,现代文秘,gkspecial9933,230,本科(职业),328,公共管理与服务大类,343,文秘类,四年,现代文秘,0,0,390401,9933,19,973,6
39,农学学士,11000,61,园林,gkspecial261,1,本科(普通),11,农学,98,林学类,四年,园林,836,73919,090502,261,386,495699,171
47,农学学士,10500,53,森林保护,gkspecial262,1,本科(普通),11,农学,98,林学类,四年,森林保护,835,58803,090503,262,81,425733,34
50,农学学士,10700,50,林学,gkspecial260,1,本科(普通),11,农学,98,林学类,四年,林学,837,74861,090501,260,264,290093,112
0,农学学士,0,0,经济林,gkspecial8417,1,本科(普通),11,农学,98,林学类,四年,经济林,0,105543,090504T,8417,46,33306,16
0,农学学士,0,0,智慧林业,gkspecial9344,1,本科(普通),11,农学,98,林学类,四年,智慧林业,0,160842,090505T,9344,55,3284,24
64,农学学士,9100,36,水产养殖学,gkspecial263,1,本科(普通),11,农学,99,水产类,四年,水产养殖学,834,79492,090601,263,156,217980,62
67,农学学士,10400,33,海洋渔业科学与技术,gkspecial264,1,本科(普通),11,农学,99,水产类,四年,海洋渔业科学与技术,833,78666,090602,264,59,153948,22
52,农学学士,11600,48,水族科学与技术,gkspecial1215,1,本科(普通),11,农学,99,水产类,四年,水族科学与技术,0,79104,090603T,1215,55,112261,19
0,农学学士,0,0,水生动物医学,gkspecial1255,1,本科(普通),11,农学,99,水产类,四年,水生动物医学,0,89054,090604TK,1255,40,59453,14
50,农学学士,10500,50,草业科学,gkspecial265,1,本科(普通),11,农学,100,草学类,四年,草业科学,832,73847,090701,265,91,180895,25
0,农学学士,0,0,草坪科学与工程,gkspecial8710,1,本科(普通),11,农学,100,草学类,四年,草坪科学与工程,0,0,090702T,8710,44,40399,13
39,医学学士,12800,61,基础医学,gkspecial266,1,本科(普通),12,医学,101,基础医学类,五年,基础医学,831,105167,100101K,266,362,1581795,119
0,理学学士,0,0,生物医学,gkspecial1290,1,本科(普通),12,医学,101,基础医学类,四年,生物医学,0,107882,100102TK,1290,156,565006,63
0,理学学士,0,0,生物医学科学,gkspecial1291,1,本科(普通),12,医学,101,基础医学类,四年,生物医学科学,0,115486,100103T,1291,92,334853,37
44,医学学士,13000,56,临床医学,gkspecial267,1,本科(普通),12,医学,102,临床医学类,五年,临床医学,830,103072,100201K,267,5730,6989716,2174
35,医学学士,10400,65,医学影像学,gkspecial1217,1,本科(普通),12,医学,102,临床医学类,五年,医学影像学,0,89516,100203TK,1217,638,1734887,241
37,医学学士,11900,63,麻醉学,gkspecial1216,1,本科(普通),12,医学,102,临床医学类,五年,麻醉学,0,89746,100202TK,1216,562,1464491,160
0,医学学士,12300,0,眼视光医学,gkspecial1218,1,本科(普通),12,医学,102,临床医学类,五年,眼视光医学,0,83018,100204TK,1218,386,955578,127
43,医学学士,10700,57,精神医学,gkspecial1219,1,本科(普通),12,医学,102,临床医学类,五年,精神医学,0,110434,100205TK,1219,431,682186,148
49,医学学士,13500,51,放射医学,gkspecial1220,1,本科(普通),12,医学,102,临床医学类,五年,放射医学,0,78332,100206TK,1220,191,331695,65
49,医学学士,0,51,儿科学,gkspecial1252,1,本科(普通),12,医学,102,临床医学类,五年,儿科学,0,84564,100207TK,1252,179,292570,59
34,医学学士,13000,66,口腔医学,gkspecial268,1,本科(普通),12,医学,103,口腔医学类,五年,口腔医学,829,100926,100301K,268,2524,3017020,935
36,医学学士,11600,64,预防医学,gkspecial269,1,本科(普通),12,医学,104,公共卫生与预防医学类,五年,预防医学,828,100659,100401K,269,307,752574,127
27,理学学士,11600,73,食品卫生与营养学,gkspecial270,1,本科(普通),12,医学,104,公共卫生与预防医学类,四年,食品卫生与营养学,827,78938,100402,270,134,557866,41
25,医学学士,11700,75,卫生监督,gkspecial1222,1,本科(普通),12,医学,104,公共卫生与预防医学类,五年,卫生监督,0,75239,100404TK,1222,59,521639,21
32,理学学士,11300,68,全球健康学,gkspecial1223,1,本科(普通),12,医学,104,公共卫生与预防医学类,四年,全球健康学,0,75613,100405TK,1223,47,452285,12
0,医学学士,11200,0,妇幼保健医学,gkspecial1221,1,本科(普通),12,医学,104,公共卫生与预防医学类,五年,妇幼保健医学,0,102220,100403TK,1221,63,334102,13
0,理学学士,0,0,运动与公共健康,gkspecial8820,1,本科(普通),12,医学,104,公共卫生与预防医学类,四年,运动与公共健康,0,101147,100406T,8820,49,64139,12
38,医学学士,11700,62,中医学,gkspecial271,1,本科(普通),12,医学,105,中医学类,五年,中医学,826,104215,100501K,271,2038,2071632,718
34,医学学士,10400,66,针灸推拿学,gkspecial272,1,本科(普通),12,医学,105,中医学类,五年,针灸推拿学,825,109395,100502K,272,498,475511,160
0,医学学士,11400,0,哈医学,gkspecial277,1,本科(普通),12,医学,105,中医学类,五年,哈医学,820,108662,100507K,277,77,474655,29
39,医学学士,11000,61,壮医学,gkspecial276,1,本科(普通),12,医学,105,中医学类,五年,壮医学,821,108340,100506K,276,43,372834,14
0,医学学士,0,0,中医康复学,gkspecial8418,1,本科(普通),12,医学,105,中医学类,五年,中医康复学,0,88826,100510TK,8418,137,148992,39
0,医学学士,0,0,中医养生学,gkspecial8419,1,本科(普通),12,医学,105,中医学类,五年,中医养生学,0,73394,100511TK,8419,108,138864,26
41,医学学士,11200,59,藏医学,gkspecial273,1,本科(普通),12,医学,105,中医学类,五年,藏医学,824,108662,100503K,273,43,129145,17
0,医学学士,0,0,中医骨伤科学,gkspecial8421,1,本科(普通),12,医学,105,中医学类,五年,中医骨伤科学,0,88054,100513TK,8421,105,124280,31
40,医学学士,11600,60,蒙医学,gkspecial274,1,本科(普通),12,医学,105,中医学类,五年,蒙医学,823,108662,100504K,274,40,113056,16
0,医学学士,0,0,中医儿科学,gkspecial8420,1,本科(普通),12,医学,105,中医学类,五年,中医儿科学,0,88054,100512TK,8420,61,105020,23
32,医学学士,11100,68,维医学,gkspecial275,1,本科(普通),12,医学,105,中医学类,五年,维医学,822,108340,100505K,275,32,95616,13
0,医学学士,0,0,回医学,gkspecial1293,1,本科(普通),12,医学,105,中医学类,五年,回医学,0,86391,100509TK,1293,27,41393,9
0,医学学士,0,0,傣医学,gkspecial1292,1,本科(普通),12,医学,105,中医学类,五年,傣医学,0,97307,100508TK,1292,23,35809,8
36,医学学士,11300,64,中西医临床医学,gkspecial278,1,本科(普通),12,医学,106,中西医结合类,五年,中西医临床医学,819,115008,100601K,278,363,750631,130
32,理学学士,11600,68,药学,gkspecial279,1,本科(普通),12,医学,107,药学类,四年,药学,818,117816,100701,279,1356,1346145,489
40,理学学士,11400,60,临床药学,gkspecial1224,1,本科(普通),12,医学,107,药学类,五年，四年,临床药学,0,119074,100703TK,1224,181,634927,64
51,理学学士,12300,49,药物化学,gkspecial1227,1,本科(普通),12,医学,107,药学类,四年,药物化学,0,119907,100706T,1227,144,406142,44
29,理学学士,10700,71,药物分析,gkspecial1226,1,本科(普通),12,医学,107,药学类,四年,药物分析,0,119074,100705T,1226,102,379925,39
36,理学学士,9800,64,药物制剂,gkspecial280,1,本科(普通),12,医学,107,药学类,四年,药物制剂,817,111355,100702,280,153,306883,54
31,理学学士,13400,69,药事管理,gkspecial1225,1,本科(普通),12,医学,107,药学类,四年,药事管理,0,119344,100704T,1225,131,187658,55
27,理学学士,9900,73,海洋药学,gkspecial1228,1,本科(普通),12,医学,107,药学类,四年,海洋药学,0,119368,100707T,1228,58,155113,16
0,理学学士,0,0,化妆品科学与技术,gkspecial8422,1,本科(普通),12,医学,107,药学类,四年,化妆品科学与技术,0,108655,100708T,8422,88,128099,33
30,理学学士,10200,70,中药学,gkspecial281,1,本科(普通),12,医学,108,中药学类,四年,中药学,816,119355,100801,281,433,626531,161
38,"理学学士,工学学士",9200,62,中药制药,gkspecial1231,1,本科(普通),12,医学,108,中药学类,四年,中药制药,0,122345,100805T,1231,98,385553,26
42,理学学士,8900,58,中草药栽培与鉴定,gkspecial1232,1,本科(普通),12,医学,108,中药学类,四年,中草药栽培与鉴定,0,116690,100806T,1232,77,178040,18
39,理学学士,9100,61,中药资源与开发,gkspecial282,1,本科(普通),12,医学,108,中药学类,四年,中药资源与开发,815,113267,100802,282,81,121444,20
46,理学学士,10800,54,蒙药学,gkspecial1230,1,本科(普通),12,医学,108,中药学类,四年,蒙药学,0,102558,100804T,1230,32,79820,7
44,理学学士,10800,56,藏药学,gkspecial1229,1,本科(普通),12,医学,108,中药学类,五年，四年,藏药学,0,101086,100803T,1229,33,71002,11
56,医学学士,11900,44,法医学,gkspecial283,1,本科(普通),12,医学,109,法医学类,五年,法医学,814,105520,100901K,283,860,916999,332
25,理学学士,11900,75,医学检验技术,gkspecial284,1,本科(普通),12,医学,110,医学技术类,四年,医学检验技术,813,101331,101001,284,600,827244,212
35,理学学士,13200,65,医学影像技术,gkspecial286,1,本科(普通),12,医学,110,医学技术类,四年,医学影像技术,811,101684,101003,286,371,767783,133
42,理学学士,11100,58,口腔医学技术,gkspecial289,1,本科(普通),12,医学,110,医学技术类,四年,口腔医学技术,808,71104,101006,289,245,611550,81
33,理学学士,9700,67,康复治疗学,gkspecial288,1,本科(普通),12,医学,110,医学技术类,四年,康复治疗学,809,91494,101005,288,465,538426,163
34,理学学士,14600,66,医学实验技术,gkspecial285,1,本科(普通),12,医学,110,医学技术类,四年,医学实验技术,812,72907,101002,285,140,528538,50
28,理学学士,11000,72,听力与言语康复学,gkspecial1233,1,本科(普通),12,医学,110,医学技术类,五年，四年,听力与言语康复学,0,72803,101008T,1233,111,434892,38
35,理学学士,8800,65,卫生检验与检疫,gkspecial290,1,本科(普通),12,医学,110,医学技术类,四年,卫生检验与检疫,807,73586,101007,290,170,432171,59
32,理学学士,7600,68,眼视光学,gkspecial287,1,本科(普通),12,医学,110,医学技术类,四年,眼视光学,810,62821,101004,287,176,349742,55
0,工学学士,0,0,智能医学工程,gkspecial8425,1,本科(普通),12,医学,110,医学技术类,四年,智能医学工程,0,66829,101011T,8425,208,206706,79
0,理学学士,0,0,康复物理治疗,gkspecial8423,1,本科(普通),12,医学,110,医学技术类,四年,康复物理治疗,0,112291,101009T,8423,92,70198,24
0,理学学士,0,0,生物医药数据科学,gkspecial8821,1,本科(普通),12,医学,110,医学技术类,四年,生物医药数据科学,0,157552,101012T,8821,65,60616,23
0,工学学士,0,0,智能影像工程,gkspecial8822,1,本科(普通),12,医学,110,医学技术类,四年,智能影像工程,0,143509,101013T,8822,50,52018,15
0,理学学士,0,0,康复作业治疗,gkspecial8424,1,本科(普通),12,医学,110,医学技术类,四年,康复作业治疗,0,110772,101010T,8424,52,43020,20
0,工学学士,0,0,医工学,gkspecial9792,1,本科(普通),12,医学,110,医学技术类,四年,医工学,0,110812,101014TK,9792,66,8930,17
0,理学学士,10400,0,护理学,gkspecial291,1,本科(普通),12,医学,111,护理学类,四年,护理学,806,80648,101101K,291,1207,2373738,466
0,理学学士,0,0,助产学,gkspecial8426,1,本科(普通),12,医学,111,护理学类,四年,助产学,0,76062,101102TK,8426,88,152347,34
44,"工学学士,管理学学士",12700,56,工程造价,gkspecial296,1,本科(普通),13,管理学,112,管理科学与工程类,四年,工程造价,801,95686,120105,296,1055,1633783,467
57,"工学学士,管理学学士",12800,43,工程管理,gkspecial294,1,本科(普通),13,管理学,112,管理科学与工程类,四年,工程管理,803,97051,120103,294,1356,1097225,647
45,"工学学士,管理学学士",13500,55,信息管理与信息系统,gkspecial293,1,本科(普通),13,管理学,112,管理科学与工程类,四年,信息管理与信息系统,804,109860,120102,293,1272,1028295,560
39,"理学学士,管理学学士",12500,61,管理科学,gkspecial292,1,本科(普通),13,管理学,112,管理科学与工程类,五年，四年,管理科学,805,96456,120101,292,233,646006,87
48,管理学学士,14300,52,房地产开发与管理,gkspecial295,1,本科(普通),13,管理学,112,管理科学与工程类,四年,房地产开发与管理,802,92311,120104,295,150,563456,64
47,管理学学士,12900,53,保密管理,gkspecial1234,1,本科(普通),13,管理学,112,管理科学与工程类,四年,保密管理,0,80185,120106TK,1234,146,534163,97
0,管理学学士,0,0,大数据管理与应用,gkspecial8428,1,本科(普通),13,管理学,112,管理科学与工程类,四年,大数据管理与应用,0,131845,120108T,8428,336,446043,167
0,管理学学士,0,0,工程审计,gkspecial8429,1,本科(普通),13,管理学,112,管理科学与工程类,四年,工程审计,0,0,120109T,8429,98,131788,31
0,管理学学士,0,0,计算金融,gkspecial8430,1,本科(普通),13,管理学,112,管理科学与工程类,四年,计算金融,0,0,120110T,8430,79,124660,29
0,管理学学士,0,0,应急管理,gkspecial8687,1,本科(普通),13,管理学,112,管理科学与工程类,四年,应急管理,0,62314,120111T,8687,191,107298,75
0,管理学学士,0,0,邮政管理,gkspecial8427,1,本科(普通),13,管理学,112,管理科学与工程类,四年,邮政管理,0,0,120107T,8427,44,75748,12
23,管理学学士,11100,77,会计学,gkspecial299,1,本科(普通),13,管理学,113,工商管理类,四年,会计学,798,121720,120203K,299,4168,2071905,2025
38,管理学学士,12500,62,工商管理,gkspecial297,1,本科(普通),13,管理学,113,工商管理类,四年,工商管理,800,118150,120201K,297,2593,2029265,1140
41,管理学学士,12800,59,市场营销,gkspecial298,1,本科(普通),13,管理学,113,工商管理类,四年,市场营销,799,116622,120202,298,1206,1772973,571
25,管理学学士,11400,75,财务管理,gkspecial300,1,本科(普通),13,管理学,113,工商管理类,四年,财务管理,797,119767,120204,300,2460,1264372,1247
27,管理学学士,11600,73,人力资源管理,gkspecial302,1,本科(普通),13,管理学,113,工商管理类,四年,人力资源管理,795,117412,120206,302,1103,989421,508
27,管理学学士,12700,73,审计学,gkspecial303,1,本科(普通),13,管理学,113,工商管理类,四年,审计学,794,120929,120207,303,679,878016,267
31,"管理学学士,艺术学学士",12500,69,文化产业管理,gkspecial306,1,本科(普通),13,管理学,113,工商管理类,四年,文化产业管理,791,121107,120210,306,393,605514,174
47,管理学学士,13200,53,体育经济与管理,gkspecial1236,1,本科(普通),13,管理学,113,工商管理类,四年,体育经济与管理,0,81936,120212T,1236,131,472650,63
26,管理学学士,12700,74,国际商务,gkspecial301,1,本科(普通),13,管理学,113,工商管理类,四年,国际商务,796,115625,120205,301,158,445633,68
34,管理学学士,13700,66,资产评估,gkspecial304,1,本科(普通),13,管理学,113,工商管理类,四年,资产评估,793,120635,120208,304,249,332208,95
32,管理学学士,11400,68,物业管理,gkspecial305,1,本科(普通),13,管理学,113,工商管理类,四年,物业管理,792,69834,120209,305,137,242299,46
18,管理学学士,9100,82,财务会计教育,gkspecial1237,1,本科(普通),13,管理学,113,工商管理类,四年,财务会计教育,0,124562,120213T,1237,162,210751,58
36,管理学学士,12800,64,劳动关系,gkspecial1235,1,本科(普通),13,管理学,113,工商管理类,四年,劳动关系,0,112941,120211T,1235,69,130835,25
24,管理学学士,8600,76,市场营销教育,gkspecial1238,1,本科(普通),13,管理学,113,工商管理类,四年,市场营销教育,0,172590,120214T,1238,39,112816,10
0,管理学学士,0,0,创业管理,gkspecial8823,1,本科(普通),13,管理学,113,工商管理类,四年,创业管理,0,137532,120216T,8823,54,61956,16
0,管理学学士,0,0,零售业管理,gkspecial8431,1,本科(普通),13,管理学,113,工商管理类,四年,零售业管理,0,118243,120215T,8431,44,29893,12
0,管理学学士,0,0,内部审计,gkspecial9893,1,本科(普通),13,管理学,113,工商管理类,四年,内部审计,0,133831,120218T,9893,64,6063,17
0,管理学学士,0,0,海关稽查,gkspecial9345,1,本科(普通),13,管理学,113,工商管理类,四年,海关稽查,0,135791,120217TK,9345,107,3507,39
38,管理学学士,10900,62,农林经济管理,gkspecial307,1,本科(普通),13,管理学,114,农业经济管理类,四年,农林经济管理,790,0,120301,307,341,244004,138
44,"农学学士,管理学学士",10300,56,农村区域发展,gkspecial308,1,本科(普通),13,管理学,114,农业经济管理类,四年,农村区域发展,789,0,120302,308,144,151804,58
0,管理学学士,0,0,乡村治理,gkspecial9788,1,本科(普通),13,管理学,114,农业经济管理类,四年,乡村治理,0,0,120303TK,9788,42,7601,13
34,管理学学士,11600,66,行政管理,gkspecial310,1,本科(普通),13,管理学,115,公共管理类,四年,行政管理,787,113818,120402,310,1331,818068,551
35,管理学学士,10500,65,公共事业管理,gkspecial309,1,本科(普通),13,管理学,115,公共管理类,四年,公共事业管理,788,111506,120401,309,730,714481,297
65,管理学学士,12500,35,海关管理,gkspecial1239,1,本科(普通),13,管理学,115,公共管理类,四年,海关管理,0,107751,120406TK,1239,142,484486,77
51,"工学学士,管理学学士",0,49,交通管理,gkspecial1240,1,本科(普通),13,管理学,115,公共管理类,四年,交通管理,0,108105,120407T,1240,108,407572,37
30,管理学学士,10600,70,劳动与社会保障,gkspecial311,1,本科(普通),13,管理学,115,公共管理类,四年,劳动与社会保障,786,111821,120403,311,205,299912,97
48,"工学学士,管理学学士",12300,52,土地资源管理,gkspecial312,1,本科(普通),13,管理学,115,公共管理类,四年,土地资源管理,785,105745,120404,312,483,277846,191
28,管理学学士,14000,72,公共关系学,gkspecial1242,1,本科(普通),13,管理学,115,公共管理类,四年,公共关系学,0,117104,120409T,1242,132,242926,42
38,管理学学士,12800,62,城市管理,gkspecial313,1,本科(普通),13,管理学,115,公共管理类,四年,城市管理,784,107573,120405,313,132,229122,58
0,管理学学士,0,0,健康服务与管理,gkspecial1254,1,本科(普通),13,管理学,115,公共管理类,四年,健康服务与管理,0,105077,120410T,1254,169,192716,65
91,管理学学士,12200,9,海事管理,gkspecial1241,1,本科(普通),13,管理学,115,公共管理类,四年,海事管理,0,104541,120408T,1241,77,133717,32
0,管理学学士,0,0,养老服务管理,gkspecial8759,1,本科(普通),13,管理学,115,公共管理类,四年,养老服务管理,0,58412,120414T,8759,191,59891,70
0,管理学学士,0,0,海关检验检疫安全,gkspecial8824,1,本科(普通),13,管理学,115,公共管理类,四年,海关检验检疫安全,0,124769,120415TK,8824,61,51556,27
0,管理学学士,0,0,医疗产品管理,gkspecial8433,1,本科(普通),13,管理学,115,公共管理类,四年,医疗产品管理,0,47367,120412T,8433,31,46460,6
0,管理学学士,0,0,自然资源登记与管理,gkspecial8826,1,本科(普通),13,管理学,115,公共管理类,四年,自然资源登记与管理,0,105941,120417T,8826,43,41168,20
0,管理学学士,0,0,医疗保险,gkspecial8698,1,本科(普通),13,管理学,115,公共管理类,四年,医疗保险,0,45862,120413T,8698,53,31732,16
0,管理学学士,0,0,海外安全管理,gkspecial8825,1,本科(普通),13,管理学,115,公共管理类,四年,海外安全管理,0,145714,120416TK,8825,43,30401,10
