boy_rate,学位名称,最近五年平均薪酬,girl_rate,专业名称,id,level1,本科专科,level2,专业大类,level3,专业小类,学制,name,rank,平均薪酬,专业代码,special_id,view_month,view_total,view_week
40,哲学学士,12800,60,哲学,gkspecial1,1,本科(普通),3,哲学,34,哲学类,四年,哲学,1096,195393,010101,1,896,2585374,302
51,哲学学士,17800,49,逻辑学,gkspecial2,1,本科(普通),3,哲学,34,哲学类,四年,逻辑学,1095,208886,010102,2,263,1137926,81
0,哲学学士,11600,0,伦理学,gkspecial1098,1,本科(普通),3,哲学,34,哲学类,四年,伦理学,0,0,010104T,1098,95,717641,33
32,哲学学士,12200,68,宗教学,gkspecial3,1,本科(普通),3,哲学,34,哲学类,四年,宗教学,1094,0,010103K,3,255,664230,95
0,经济学学士,14600,0,商务经济学,gkspecial1101,1,本科(普通),4,经济学,35,经济学类,四年,商务经济学,0,0,020105T,1101,303,3330204,127
38,经济学学士,12100,62,经济学,gkspecial4,1,本科(普通),4,经济学,35,经济学类,四年,经济学,1093,121601,020101,4,1529,2613657,628
44,经济学学士,21300,56,资源与环境经济学,gkspecial1100,1,本科(普通),4,经济学,35,经济学类,四年,资源与环境经济学,0,109114,020104T,1100,322,2376831,125
33,经济学学士,11500,67,经济统计学,gkspecial5,1,本科(普通),4,经济学,35,经济学类,四年,经济统计学,1092,130041,020102,5,531,728093,237
38,经济学学士,12100,62,国民经济管理,gkspecial1099,1,本科(普通),4,经济学,35,经济学类,四年,国民经济管理,0,96485,020103T,1099,142,716814,60
43,经济学学士,13100,57,能源经济,gkspecial1102,1,本科(普通),4,经济学,35,经济学类,四年,能源经济,0,104936,020106T,1102,133,704342,58
0,经济学学士,0,0,数字经济,gkspecial8320,1,本科(普通),4,经济学,35,经济学类,四年,数字经济,0,174193,020109T,8320,277,419819,104
0,经济学学士,0,0,经济工程,gkspecial8319,1,本科(普通),4,经济学,35,经济学类,四年,经济工程,0,0,020108T,8319,71,215175,35
0,经济学学士,0,0,劳动经济学,gkspecial8318,1,本科(普通),4,经济学,35,经济学类,四年,劳动经济学,0,121853,020107T,8318,66,194353,29
29,经济学学士,11000,71,财政学,gkspecial6,1,本科(普通),4,经济学,36,财政学类,四年,财政学,1091,121798,020201K,6,494,1360625,220
28,经济学学士,12100,72,税收学,gkspecial7,1,本科(普通),4,经济学,36,财政学类,四年,税收学,1090,135562,020202,7,309,633792,144
0,经济学学士,0,0,国际税收,gkspecial9321,1,本科(普通),4,经济学,36,财政学类,四年,国际税收,0,106063,020203TK,9321,58,22823,21
36,经济学学士,13500,64,金融学,gkspecial8,1,本科(普通),4,经济学,37,金融学类,四年,金融学,1089,119999,020301K,8,1988,2340519,856
43,经济学学士,16600,57,金融工程,gkspecial9,1,本科(普通),4,经济学,37,金融学类,四年,金融工程,1088,127493,020302,9,677,1718245,257
45,经济学学士,14500,55,投资学,gkspecial11,1,本科(普通),4,经济学,37,金融学类,四年,投资学,1086,123815,020304,11,397,849700,188
35,经济学学士,15500,65,经济与金融,gkspecial1105,1,本科(普通),4,经济学,37,金融学类,四年,经济与金融,0,122633,020307T,1105,302,838016,140
42,经济学学士,13200,58,金融数学,gkspecial1103,1,本科(普通),4,经济学,37,金融学类,四年,金融数学,0,134415,020305T,1103,265,817602,101
0,"经济学学士,理学学士",0,0,精算学,gkspecial1263,1,本科(普通),4,经济学,37,金融学类,四年,精算学,0,132207,020308T,1263,226,518188,85
32,"经济学学士,管理学学士",12300,68,信用管理,gkspecial1104,1,本科(普通),4,经济学,37,金融学类,四年,信用管理,0,126722,020306T,1104,84,423697,35
0,经济学学士,0,0,互联网金融,gkspecial8321,1,本科(普通),4,经济学,37,金融学类,四年,互联网金融,0,131537,020309T,8321,90,310746,43
35,经济学学士,14200,65,保险学,gkspecial10,1,本科(普通),4,经济学,37,金融学类,四年,保险学,1087,123876,020303,10,202,265165,91
0,经济学学士,0,0,金融科技,gkspecial8322,1,本科(普通),4,经济学,37,金融学类,四年,金融科技,0,135643,020310T,8322,232,251522,83
0,经济学学士,0,0,金融审计,gkspecial9774,1,本科(普通),4,经济学,37,金融学类,四年,金融审计,0,136308,020311TK,9774,117,16404,52
31,经济学学士,12400,69,国际经济与贸易,gkspecial12,1,本科(普通),4,经济学,38,经济与贸易类,四年,国际经济与贸易,1085,116945,020401,12,1774,984273,869
34,经济学学士,12000,66,贸易经济,gkspecial13,1,本科(普通),4,经济学,38,经济与贸易类,四年,贸易经济,1084,121850,020402,13,136,532146,53
0,经济学学士,0,0,国际经济发展合作,gkspecial9322,1,本科(普通),4,经济学,38,经济与贸易类,四年,国际经济发展合作,0,92636,020403T,9322,64,20279,20
37,法学学士,12000,63,法学,gkspecial14,1,本科(普通),5,法学,39,法学类,四年,法学,1083,126123,030101K,14,6541,4151925,2671
80,法学学士,9200,20,监狱学,gkspecial1107,1,本科(普通),5,法学,39,法学类,四年,监狱学,0,125054,030103T,1107,393,821174,158
36,法学学士,13400,64,知识产权,gkspecial1106,1,本科(普通),5,法学,39,法学类,四年,知识产权,0,123189,030102T,1106,442,787992,161
0,法学学士,0,0,司法警察学,gkspecial8325,1,本科(普通),5,法学,39,法学类,四年,司法警察学,0,126153,030106TK,8325,158,455169,56
0,法学学士,0,0,信用风险管理与法律防控,gkspecial8323,1,本科(普通),5,法学,39,法学类,四年,信用风险管理与法律防控,0,126153,030104T,8323,117,167557,37
0,法学学士,0,0,国际经贸规则,gkspecial8324,1,本科(普通),5,法学,39,法学类,四年,国际经贸规则,0,126153,030105T,8324,91,151739,35
0,法学学士,0,0,社区矫正,gkspecial8326,1,本科(普通),5,法学,39,法学类,四年,社区矫正,0,126153,030107TK,8326,103,122566,34
0,法学学士,0,0,纪检监察,gkspecial9323,1,本科(普通),5,法学,39,法学类,四年,纪检监察,0,126153,030108TK,9323,156,31629,59
0,法学学士,0,0,司法鉴定学,gkspecial9776,1,本科(普通),5,法学,39,法学类,四年,司法鉴定学,0,161831,030110TK,9776,97,12589,34
0,法学学士,0,0,海外利益安全,gkspecial9872,1,本科(普通),5,法学,39,法学类,四年,海外利益安全,0,159071,030112TK,9872,57,10454,14
0,法学学士,0,0,国际法,gkspecial9775,1,本科(普通),5,法学,39,法学类,四年,国际法,0,131928,030109TK,9775,136,9783,35
0,法学学士,0,0,国家安全学,gkspecial9871,1,本科(普通),5,法学,39,法学类,四年,国家安全学,0,0,030111TK,9871,76,8984,29
28,法学学士,13600,72,政治学、经济学与哲学,gkspecial1109,1,本科(普通),5,法学,40,政治学类,四年,政治学、经济学与哲学,0,139647,030205T,1109,150,604612,54
23,法学学士,15400,77,外交学,gkspecial17,1,本科(普通),5,法学,40,政治学类,四年,外交学,1080,115323,030203,17,255,573040,87
37,法学学士,10800,63,政治学与行政学,gkspecial15,1,本科(普通),5,法学,40,政治学类,四年,政治学与行政学,1082,125951,030201,15,273,448042,121
33,法学学士,12200,67,国际政治,gkspecial16,1,本科(普通),5,法学,40,政治学类,四年,国际政治,1081,126832,030202,16,177,387432,66
29,法学学士,17000,71,国际事务与国际关系,gkspecial1108,1,本科(普通),5,法学,40,政治学类,四年,国际事务与国际关系,0,91400,030204T,1108,148,235710,56
0,法学学士,0,0,国际组织与全球治理,gkspecial8327,1,本科(普通),5,法学,40,政治学类,四年,国际组织与全球治理,0,95602,030206TK,8327,54,95109,17
33,法学学士,12000,67,社会学,gkspecial18,1,本科(普通),5,法学,41,社会学类,四年,社会学,1079,130561,030301,18,672,780441,256
0,法学学士,8100,100,女性学,gkspecial1111,1,本科(普通),5,法学,41,社会学类,四年,女性学,0,0,030304T,1111,102,450090,40
30,法学学士,9600,70,社会工作,gkspecial19,1,本科(普通),5,法学,41,社会学类,四年,社会工作,1078,122000,030302,19,603,440614,255
26,法学学士,10800,74,人类学,gkspecial1110,1,本科(普通),5,法学,41,社会学类,四年,人类学,0,138711,030303T,1110,83,259367,39
9,法学学士,8400,91,家政学,gkspecial1112,1,本科(普通),5,法学,41,社会学类,四年,家政学,0,0,030305T,1112,134,252118,46
0,法学学士,0,0,老年学,gkspecial8707,1,本科(普通),5,法学,41,社会学类,四年,老年学,0,98395,030306T,8707,64,101916,26
0,法学学士,0,0,社会政策,gkspecial8794,1,本科(普通),5,法学,41,社会学类,四年,社会政策,0,136845,030307T,8794,30,53238,11
34,法学学士,10300,66,民族学,gkspecial20,1,本科(普通),5,法学,42,民族学类,四年,民族学,1077,132789,030401,20,146,314829,55
21,法学学士,10100,79,思想政治教育,gkspecial23,1,本科(普通),5,法学,43,马克思主义理论类,四年,思想政治教育,1074,122597,030503,23,547,393373,214
0,法学学士,0,0,马克思主义理论,gkspecial8328,1,本科(普通),5,法学,43,马克思主义理论类,四年,马克思主义理论,0,144349,030504T,8328,240,260180,83
67,法学学士,10700,33,科学社会主义,gkspecial21,1,本科(普通),5,法学,43,马克思主义理论类,四年,科学社会主义,1076,128312,030501,21,55,203345,21
32,法学学士,12900,68,中国共产党历史,gkspecial22,1,本科(普通),5,法学,43,马克思主义理论类,四年,中国共产党历史,1075,0,030502,22,103,178069,40
0,法学学士,0,0,工会学,gkspecial9777,1,本科(普通),5,法学,43,马克思主义理论类,四年,工会学,0,132042,030505TK,9777,36,9663,11
83,法学学士,10600,17,侦查学,gkspecial25,1,本科(普通),5,法学,44,公安学类,四年,侦查学,1072,122526,030602K,25,450,840613,186
88,法学学士,11300,12,犯罪学,gkspecial1120,1,本科(普通),5,法学,44,公安学类,四年,犯罪学,0,157156,030611TK,1120,174,506715,58
88,法学学士,10200,12,国内安全保卫,gkspecial1123,1,本科(普通),5,法学,44,公安学类,四年,国内安全保卫,0,124769,030614TK,1123,53,474865,20
86,法学学士,11100,14,警务指挥与战术,gkspecial1124,1,本科(普通),5,法学,44,公安学类,四年,警务指挥与战术,0,117870,030615TK,1124,118,447934,51
77,法学学士,11500,23,涉外警务,gkspecial1122,1,本科(普通),5,法学,44,公安学类,四年,涉外警务,0,151050,030613TK,1122,66,413627,21
80,法学学士,9700,20,治安学,gkspecial24,1,本科(普通),5,法学,44,公安学类,四年,治安学,1073,122526,030601K,24,220,351473,106
76,法学学士,10700,24,公安管理学,gkspecial1121,1,本科(普通),5,法学,44,公安学类,四年,公安管理学,0,157156,030612TK,1121,105,318649,45
68,法学学士,7900,32,禁毒学,gkspecial1113,1,本科(普通),5,法学,44,公安学类,四年,禁毒学,0,0,030604TK,1113,83,263202,36
88,法学学士,11400,12,公安情报学,gkspecial1119,1,本科(普通),5,法学,44,公安学类,四年,公安情报学,0,0,030610TK,1119,95,250649,33
85,法学学士,11400,15,警犬技术,gkspecial1114,1,本科(普通),5,法学,44,公安学类,四年,警犬技术,0,141104,030605TK,1114,111,241830,43
0,法学学士,10900,0,警卫学,gkspecial1118,1,本科(普通),5,法学,44,公安学类,四年,警卫学,0,0,030609TK,1118,28,223616,12
78,法学学士,15100,22,经济犯罪侦查,gkspecial1115,1,本科(普通),5,法学,44,公安学类,四年,经济犯罪侦查,0,141852,030606TK,1115,122,185962,40
0,法学学士,11500,0,消防指挥,gkspecial1117,1,本科(普通),5,法学,44,公安学类,四年,消防指挥,0,0,030608TK,1117,51,170413,22
83,法学学士,11100,17,边防管理,gkspecial26,1,本科(普通),5,法学,44,公安学类,四年,边防管理,1071,124080,030603K,26,48,151240,20
0,法学学士,10700,0,边防指挥,gkspecial1116,1,本科(普通),5,法学,44,公安学类,四年,边防指挥,0,0,030607TK,1116,28,109643,12
0,法学学士,0,0,技术侦查学,gkspecial8329,1,本科(普通),5,法学,44,公安学类,四年,技术侦查学,0,146390,030616TK,8329,60,83014,28
0,法学学士,0,0,移民管理,gkspecial8332,1,本科(普通),5,法学,44,公安学类,四年,移民管理,0,152804,030619TK,8332,49,82681,19
0,法学学士,0,0,出入境管理,gkspecial8333,1,本科(普通),5,法学,44,公安学类,四年,出入境管理,0,89760,030620TK,8333,39,82314,12
0,法学学士,0,0,公安政治工作,gkspecial8331,1,本科(普通),5,法学,44,公安学类,四年,公安政治工作,0,135396,030618TK,8331,41,77618,18
0,法学学士,0,0,反恐警务,gkspecial8795,1,本科(普通),5,法学,44,公安学类,四年,反恐警务,0,152492,030621TK,8795,32,56311,11
0,法学学士,0,0,消防政治工作,gkspecial8796,1,本科(普通),5,法学,44,公安学类,四年,消防政治工作,0,120062,030622TK,8796,24,54732,6
0,法学学士,0,0,海警执法,gkspecial8330,1,本科(普通),5,法学,44,公安学类,四年,海警执法,0,157156,030617TK,8330,28,49387,11
0,法学学士,0,0,铁路警务,gkspecial9324,1,本科(普通),5,法学,44,公安学类,四年,铁路警务,0,0,030623TK,9324,39,17540,13
9,教育学学士,9000,91,小学教育,gkspecial33,1,本科(普通),6,教育学,45,教育学类,四年,小学教育,1064,107316,040107,33,617,1943638,255
17,教育学学士,10700,83,教育学,gkspecial27,1,本科(普通),6,教育学,45,教育学类,四年,教育学,1070,115443,040101,27,852,1683458,289
6,教育学学士,9800,94,学前教育,gkspecial32,1,本科(普通),6,教育学,45,教育学类,四年,学前教育,1065,107316,040106,32,624,1683082,264
22,教育学学士,9900,78,人文教育,gkspecial29,1,本科(普通),6,教育学,45,教育学类,四年,人文教育,1068,103645,040103,29,96,671803,43
22,教育学学士,10200,78,特殊教育,gkspecial34,1,本科(普通),6,教育学,45,教育学类,四年,特殊教育,1063,113731,040108,34,238,608315,86
26,教育学学士,9700,74,科学教育,gkspecial28,1,本科(普通),6,教育学,45,教育学类,四年,科学教育,1069,107387,040102,28,119,510155,44
29,"教育学学士,理学学士,工学学士",10100,71,教育技术学,gkspecial30,1,本科(普通),6,教育学,45,教育学类,四年,教育技术学,1067,130409,040104,30,315,485770,116
67,教育学学士,13300,33,华文教育,gkspecial1125,1,本科(普通),6,教育学,45,教育学类,四年,华文教育,0,131128,040109T,1125,97,370659,31
22,"教育学学士,艺术学学士",10400,78,艺术教育,gkspecial31,1,本科(普通),6,教育学,45,教育学类,四年,艺术教育,1066,96261,040105,31,97,358289,31
0,教育学学士,0,0,卫生教育,gkspecial8334,1,本科(普通),6,教育学,45,教育学类,四年,卫生教育,0,101948,040111T,8334,34,146087,10
0,教育学学士,0,0,教育康复学,gkspecial1264,1,本科(普通),6,教育学,45,教育学类,四年,教育康复学,0,103742,040110TK,1264,45,141500,16
0,教育学学士,0,0,认知科学与技术,gkspecial8335,1,本科(普通),6,教育学,45,教育学类,四年,认知科学与技术,0,124192,040112T,8335,36,101280,14
0,教育学学士,0,0,融合教育,gkspecial8797,1,本科(普通),6,教育学,45,教育学类,四年,融合教育,0,0,040113T,8797,33,74677,11
0,教育学学士,0,0,劳动教育,gkspecial9325,1,本科(普通),6,教育学,45,教育学类,四年,劳动教育,0,116578,040114TK,9325,34,20236,9
0,教育学学士,0,0,孤独症儿童教育,gkspecial9779,1,本科(普通),6,教育学,45,教育学类,四年,孤独症儿童教育,0,124731,040116TK,9779,47,6091,19
0,教育学学士,0,0,家庭教育,gkspecial9778,1,本科(普通),6,教育学,45,教育学类,四年,家庭教育,0,106945,040115T,9778,38,3718,14
79,教育学学士,10400,21,体育教育,gkspecial35,1,本科(普通),6,教育学,46,体育学类,四年,体育教育,1062,99666,040201,35,521,914098,209
56,"教育学学士,理学学士",11700,44,运动康复,gkspecial1126,1,本科(普通),6,教育学,46,体育学类,四年,运动康复,0,0,040206T,1126,319,625760,117
81,教育学学士,11600,19,社会体育指导与管理,gkspecial37,1,本科(普通),6,教育学,46,体育学类,四年,社会体育指导与管理,1060,0,040203,37,278,476518,115
79,教育学学士,8000,21,休闲体育,gkspecial1127,1,本科(普通),6,教育学,46,体育学类,四年,休闲体育,0,38749,040207T,1127,101,452974,46
81,教育学学士,10300,19,武术与民族传统体育,gkspecial38,1,本科(普通),6,教育学,46,体育学类,四年,武术与民族传统体育,1059,0,040204K,38,76,422799,34
0,教育学学士,0,0,电子竞技运动与管理,gkspecial8338,1,本科(普通),6,教育学,46,体育学类,四年,电子竞技运动与管理,0,0,040210TK,8338,128,235698,38
72,教育学学士,9600,28,运动训练,gkspecial36,1,本科(普通),6,教育学,46,体育学类,四年,运动训练,1061,0,040202K,36,169,187662,73
60,教育学学士,11400,40,运动人体科学,gkspecial39,1,本科(普通),6,教育学,46,体育学类,四年,运动人体科学,1058,74346,040205,39,112,183599,51
0,教育学学士,0,0,体育旅游,gkspecial8340,1,本科(普通),6,教育学,46,体育学类,四年,体育旅游,0,38648,040212TK,8340,41,76240,15
0,"教育学学士,工学学士",0,0,智能体育工程,gkspecial8339,1,本科(普通),6,教育学,46,体育学类,四年,智能体育工程,0,157826,040211TK,8339,42,62095,10
0,教育学学士,0,0,体能训练,gkspecial8336,1,本科(普通),6,教育学,46,体育学类,四年,体能训练,0,0,040208T,8336,26,50451,8
0,教育学学士,0,0,冰雪运动,gkspecial8337,1,本科(普通),6,教育学,46,体育学类,四年,冰雪运动,0,0,040209T,8337,25,44754,7
0,"教育学学士,理学学士",0,0,运动能力开发,gkspecial8703,1,本科(普通),6,教育学,46,体育学类,四年,运动能力开发,0,144280,040213T,8703,21,37436,8
0,教育学学士,0,0,足球运动,gkspecial9873,1,本科(普通),6,教育学,46,体育学类,四年,足球运动,0,118799,040214TK,9873,37,5494,14
0,教育学学士,0,0,马术运动与管理,gkspecial9874,1,本科(普通),6,教育学,46,体育学类,四年,马术运动与管理,0,123576,040215TK,9874,21,5455,7
0,教育学学士,0,0,体育康养,gkspecial9875,1,本科(普通),6,教育学,46,体育学类,四年,体育康养,0,113158,040216T,9875,49,5164,11
16,文学学士,10900,84,汉语言文学,gkspecial40,1,本科(普通),7,文学,47,中国语言文学类,四年,汉语言文学,1057,111489,050101,40,3889,2602276,1826
13,文学学士,11700,87,汉语国际教育,gkspecial42,1,本科(普通),7,文学,47,中国语言文学类,四年,汉语国际教育,1055,112890,050103,42,552,686521,244
22,文学学士,10900,78,汉语言,gkspecial41,1,本科(普通),7,文学,47,中国语言文学类,四年,汉语言,1056,112974,050102,41,313,660683,105
18,文学学士,8800,82,秘书学,gkspecial1129,1,本科(普通),7,文学,47,中国语言文学类,四年,秘书学,0,109517,050107T,1129,236,576629,80
24,文学学士,10500,76,古典文献学,gkspecial44,1,本科(普通),7,文学,47,中国语言文学类,四年,古典文献学,1053,109443,050105,44,107,562505,44
57,文学学士,12200,43,应用语言学,gkspecial1128,1,本科(普通),7,文学,47,中国语言文学类,四年,应用语言学,0,110888,050106T,1128,91,368983,34
0,文学学士,0,0,中国语言与文化,gkspecial8341,1,本科(普通),7,文学,47,中国语言文学类,四年,中国语言与文化,0,109884,050108T,8341,56,162285,22
37,文学学士,10100,63,中国少数民族语言文学,gkspecial43,1,本科(普通),7,文学,47,中国语言文学类,四年,中国少数民族语言文学,1054,111805,050104,43,65,144362,26
0,文学学士,0,0,手语翻译,gkspecial8342,1,本科(普通),7,文学,47,中国语言文学类,四年,手语翻译,0,119689,050109T,8342,34,86966,16
0,文学学士,0,0,汉学与中国学,gkspecial9877,1,本科(普通),7,文学,47,中国语言文学类,四年,汉学与中国学,0,125926,050112T,9877,30,11711,11
0,文学学士,0,0,中国古典学,gkspecial9876,1,本科(普通),7,文学,47,中国语言文学类,四年,中国古典学,0,93451,050111T,9876,34,11572,16
0,文学学士,0,0,应用中文,gkspecial9878,1,本科(普通),7,文学,47,中国语言文学类,四年,应用中文,0,129210,050113T,9878,36,9763,14
0,文学学士,0,0,数字人文,gkspecial9780,1,本科(普通),7,文学,47,中国语言文学类,四年,数字人文,0,0,050110T,9780,53,9709,17
11,文学学士,11900,89,英语,gkspecial45,1,本科(普通),7,文学,48,外国语言文学类,四年，五年,英语,1052,85903,050201,45,1237,4367391,544
20,文学学士,11200,80,日语,gkspecial51,1,本科(普通),7,文学,48,外国语言文学类,四年,日语,1046,78509,050207,51,529,1007413,209
0,文学学士,15000,0,世界语,gkspecial85,1,本科(普通),7,文学,48,外国语言文学类,四年,世界语,1012,0,050241,85,208,792527,92
14,文学学士,11600,86,商务英语,gkspecial106,1,本科(普通),7,文学,48,外国语言文学类,四年,商务英语,991,85806,050262,106,232,786264,87
15,文学学士,16500,85,法语,gkspecial48,1,本科(普通),7,文学,48,外国语言文学类,四年,法语,1049,77952,050204,48,233,691940,109
13,文学学士,10800,87,翻译,gkspecial105,1,本科(普通),7,文学,48,外国语言文学类,四年,翻译,992,85337,050261,105,180,599334,65
20,文学学士,11300,80,俄语,gkspecial46,1,本科(普通),7,文学,48,外国语言文学类,四年,俄语,1051,77939,050202,46,280,506635,123
19,文学学士,17900,81,西班牙语,gkspecial49,1,本科(普通),7,文学,48,外国语言文学类,四年,西班牙语,1048,83949,050205,49,211,455194,97
0,文学学士,16200,0,拉脱维亚语,gkspecial96,1,本科(普通),7,文学,48,外国语言文学类,四年,拉脱维亚语,1001,0,050252,96,21,440568,10
0,文学学士,15500,0,斯洛伐克语,gkspecial74,1,本科(普通),7,文学,48,外国语言文学类,四年,斯洛伐克语,1023,0,050230,74,19,440518,9
0,文学学士,15100,0,立陶宛语,gkspecial97,1,本科(普通),7,文学,48,外国语言文学类,四年,立陶宛语,1000,0,050253,97,16,420772,7
0,文学学士,16500,0,希伯来语,gkspecial66,1,本科(普通),7,文学,48,外国语言文学类,四年,希伯来语,1031,121282,050222,66,30,410130,11
16,文学学士,15800,84,希腊语,gkspecial80,1,本科(普通),7,文学,48,外国语言文学类,四年,希腊语,1017,0,050236,80,22,404001,10
0,文学学士,16100,0,僧伽罗语,gkspecial63,1,本科(普通),7,文学,48,外国语言文学类,四年,僧伽罗语,1034,0,050219,63,31,395091,11
17,文学学士,12800,83,德语,gkspecial47,1,本科(普通),7,文学,48,外国语言文学类,四年,德语,1050,77830,050203,47,157,384970,68
0,文学学士,16600,0,祖鲁语,gkspecial103,1,本科(普通),7,文学,48,外国语言文学类,四年,祖鲁语,994,133269,050259,103,24,355552,10
0,文学学士,14800,0,马耳他语,gkspecial100,1,本科(普通),7,文学,48,外国语言文学类,四年,马耳他语,997,121439,050256,100,16,355453,7
0,文学学士,15100,0,爱尔兰语,gkspecial95,1,本科(普通),7,文学,48,外国语言文学类,四年,爱尔兰语,1002,0,050251,95,19,350416,8
0,文学学士,15300,0,爱沙尼亚语,gkspecial99,1,本科(普通),7,文学,48,外国语言文学类,四年,爱沙尼亚语,998,0,050255,99,26,349414,9
0,文学学士,16800,0,哈萨克语,gkspecial101,1,本科(普通),7,文学,48,外国语言文学类,四年,哈萨克语,996,0,050257,101,26,348301,5
0,文学学士,16300,0,拉丁语,gkspecial104,1,本科(普通),7,文学,48,外国语言文学类,四年,拉丁语,993,0,050260,104,16,340720,4
0,文学学士,16100,0,斯洛文尼亚语,gkspecial98,1,本科(普通),7,文学,48,外国语言文学类,四年,斯洛文尼亚语,999,0,050254,98,13,331423,5
0,文学学士,16500,0,乌兹别克语,gkspecial102,1,本科(普通),7,文学,48,外国语言文学类,四年,乌兹别克语,995,103032,050258,102,21,327435,5
15,文学学士,10100,85,朝鲜语,gkspecial53,1,本科(普通),7,文学,48,外国语言文学类,四年,朝鲜语,1044,71714,050209,53,88,233395,31
35,文学学士,19000,65,阿拉伯语,gkspecial50,1,本科(普通),7,文学,48,外国语言文学类,四年,阿拉伯语,1047,77686,050206,50,104,224455,26
17,文学学士,16700,83,普什图语,gkspecial84,1,本科(普通),7,文学,48,外国语言文学类,四年,普什图语,1013,0,050240,84,16,217495,6
20,文学学士,16100,80,冰岛语,gkspecial94,1,本科(普通),7,文学,48,外国语言文学类,四年,冰岛语,1003,0,050250,94,15,166211,5
0,文学学士,16700,0,梵语巴利语,gkspecial55,1,本科(普通),7,文学,48,外国语言文学类,四年,梵语巴利语,1042,110777,050211,55,17,154579,6
18,文学学士,16000,82,意大利语,gkspecial82,1,本科(普通),7,文学,48,外国语言文学类,四年,意大利语,1015,0,050238,82,49,144486,23
38,文学学士,26900,62,波斯语,gkspecial52,1,本科(普通),7,文学,48,外国语言文学类,四年,波斯语,1045,0,050208,52,30,137863,10
36,文学学士,13500,64,网络与新媒体,gkspecial1130,1,本科(普通),7,文学,49,新闻传播学类,四年,网络与新媒体,0,124279,050306T,1130,932,1559627,407
24,文学学士,12800,76,新闻学,gkspecial107,1,本科(普通),7,文学,49,新闻传播学类,四年,新闻学,990,127572,050301,107,1026,1546690,472
29,文学学士,13500,71,广告学,gkspecial109,1,本科(普通),7,文学,49,新闻传播学类,四年,广告学,988,119329,050303,109,457,865280,214
25,文学学士,13500,75,传播学,gkspecial110,1,本科(普通),7,文学,49,新闻传播学类,四年,传播学,987,128028,050304,110,354,772210,153
23,文学学士,13100,77,广播电视学,gkspecial108,1,本科(普通),7,文学,49,新闻传播学类,四年,广播电视学,989,123924,050302,108,437,712915,216
20,文学学士,12100,80,编辑出版学,gkspecial111,1,本科(普通),7,文学,49,新闻传播学类,四年,编辑出版学,986,121732,050305,111,178,675541,80
34,文学学士,13600,66,数字出版,gkspecial1131,1,本科(普通),7,文学,49,新闻传播学类,四年,数字出版,0,122330,050307T,1131,56,511801,21
0,文学学士,0,0,国际新闻与传播,gkspecial8373,1,本科(普通),7,文学,49,新闻传播学类,四年,国际新闻与传播,0,124586,050309T,8373,63,191370,27
0,文学学士,0,0,时尚传播,gkspecial8372,1,本科(普通),7,文学,49,新闻传播学类,四年,时尚传播,0,124586,050308T,8372,50,107304,14
0,"文学学士,管理学学士",0,0,会展,gkspecial8704,1,本科(普通),7,文学,49,新闻传播学类,四年,会展,0,134731,050310T,8704,47,99305,12
30,历史学学士,9700,70,历史学,gkspecial112,1,本科(普通),8,历史学,50,历史学类,四年,历史学,985,59413,060101,112,1035,1489138,400
40,历史学学士,10900,60,考古学,gkspecial114,1,本科(普通),8,历史学,50,历史学类,四年,考古学,983,0,060103,114,945,1198532,323
33,历史学学士,10800,67,文物与博物馆学,gkspecial115,1,本科(普通),8,历史学,50,历史学类,四年,文物与博物馆学,982,65753,060104,115,390,861645,149
30,历史学学士,12200,70,世界史,gkspecial113,1,本科(普通),8,历史学,50,历史学类,四年,世界史,984,65226,060102,113,190,590938,64
44,"文学学士,历史学学士",10800,56,外国语言与外国历史,gkspecial1133,1,本科(普通),8,历史学,50,历史学类,四年,外国语言与外国历史,0,75036,060106T,1133,78,541718,27
33,历史学学士,9600,67,文物保护技术,gkspecial1132,1,本科(普通),8,历史学,50,历史学类,四年,文物保护技术,0,51134,060105T,1132,205,524619,73
0,历史学学士,0,0,文化遗产,gkspecial1278,1,本科(普通),8,历史学,50,历史学类,四年,文化遗产,0,0,060107T,1278,86,172277,29
0,历史学学士,0,0,古文字学,gkspecial8770,1,本科(普通),8,历史学,50,历史学类,四年,古文字学,0,91194,060108T,8770,83,94315,36
0,历史学学士,0,0,科学史,gkspecial9326,1,本科(普通),8,历史学,50,历史学类,四年,科学史,0,106617,060109T,9326,53,19804,23
37,理学学士,11900,63,数学与应用数学,gkspecial116,1,本科(普通),9,理学,51,数学类,四年,数学与应用数学,981,133971,070101,116,1809,1950574,690
61,理学学士,13400,39,信息与计算科学,gkspecial117,1,本科(普通),9,理学,51,数学类,四年,信息与计算科学,980,135234,070102,117,1038,1768395,404
78,理学学士,13800,22,数理基础科学,gkspecial1134,1,本科(普通),9,理学,51,数学类,四年,数理基础科学,0,147750,070103T,1134,197,465571,60
0,理学学士,0,0,数据计算及应用,gkspecial8374,1,本科(普通),9,理学,51,数学类,四年,数据计算及应用,0,148788,070104T,8374,140,365670,46
56,理学学士,11600,44,物理学,gkspecial118,1,本科(普通),9,理学,52,物理学类,四年,物理学,979,153487,070201,118,861,1247934,290
77,理学学士,12200,23,应用物理学,gkspecial119,1,本科(普通),9,理学,52,物理学类,四年,应用物理学,978,155314,070202,119,427,877435,146
88,理学学士,11900,12,核物理,gkspecial120,1,本科(普通),9,理学,52,物理学类,四年,核物理,977,168362,070203,120,187,476593,59
